2021-11-04T15:09:09000Z,1.98,2.7035E+12,3316995443,33.27B ADA
2021-11-04T15:19:16000Z,1.98,2.69776E+12,3316995443,33.27B ADA
2021-11-04T15:29:22000Z,1.99,2.70259E+12,3323089706,33.27B ADA
2021-11-04T15:39:29000Z,1.99,2.70729E+12,3316713521,33.27B ADA
2021-11-04T15:49:36000Z,1.99,2.70645E+12,3316222320,33.27B ADA
2021-11-04T15:59:43000Z,1.99,2.70308E+12,3312260866,33.27B ADA
2021-11-04T16:09:50000Z,1.98,2.70303E+12,3314282756,33.27B ADA
2021-11-04T16:20:00000Z,1.99,2.70647E+12,3306003521,33.27B ADA
2021-11-04T16:30:07000Z,1.99,2.71016E+12,3309536302,33.27B ADA
2021-11-04T16:40:15000Z,1.99,2.70899E+12,3294921789,33.27B ADA
2021-11-04T16:50:22000Z,1.99,2.70734E+12,3289414682,33.27B ADA
2021-11-04T17:00:30000Z,1.98,2.71052E+12,3301532979,33.27B ADA
2021-11-04T17:10:38000Z,1.98,2.70978E+12,3281840756,33.27B ADA
2021-11-04T17:20:47000Z,1.98,2.71067E+12,3291244749,33.27B ADA
2021-11-04T17:30:54000Z,1.97,2.69598E+12,3270000148,33.27B ADA
2021-11-04T17:41:01000Z,1.98,2.69994E+12,3265173158,33.27B ADA
2021-11-04T17:51:08000Z,1.97,2.69683E+12,3219650046,33.27B ADA
2021-11-04T18:01:15000Z,1.97,2.68588E+12,3209146198,33.27B ADA
2021-11-04T18:11:21000Z,1.96,2.6875E+12,3198838100,33.27B ADA
2021-11-04T18:21:29000Z,1.97,2.697E+12,3173920926,33.27B ADA
2021-11-04T18:31:35000Z,1.97,2.69096E+12,3160580788,33.27B ADA
2021-11-04T18:41:42000Z,1.97,2.68918E+12,3180142299,33.27B ADA
2021-11-04T18:51:50000Z,1.97,2.70449E+12,3177902241,33.27B ADA
2021-11-04T19:01:58000Z,1.98,2.70522E+12,3183563701,33.27B ADA
2021-11-04T19:12:05000Z,1.99,2.7146E+12,3168009668,33.27B ADA
2021-11-04T19:22:12000Z,1.99,2.71722E+12,3173139049,33.27B ADA
2021-11-04T19:32:19000Z,1.99,2.71371E+12,3174198293,33.27B ADA
2021-11-04T19:42:26000Z,1.99,2.71047E+12,3160895762,33.27B ADA
2021-11-04T19:52:33000Z,1.98,2.71051E+12,3158610219,33.27B ADA
2021-11-04T20:02:41000Z,1.99,2.71095E+12,3160262173,33.27B ADA
2021-11-04T20:12:48000Z,1.98,2.71083E+12,3143930679,33.27B ADA
2021-11-04T20:22:57000Z,1.99,2.72263E+12,3143366499,33.27B ADA
2021-11-04T20:33:04000Z,2,2.72701E+12,3152391699,33.27B ADA
2021-11-04T20:43:11000Z,1.99,2.72464E+12,3141896038,33.27B ADA
2021-11-04T20:53:20000Z,1.99,2.72487E+12,3144993081,33.27B ADA
2021-11-04T21:03:27000Z,1.99,2.72893E+12,3140026526,33.27B ADA
2021-11-04T21:13:35000Z,2,2.73506E+12,3156768168,33.27B ADA
2021-11-04T21:23:43000Z,2,2.73481E+12,3155654011,33.27B ADA
2021-11-04T21:33:50000Z,2.01,2.7373E+12,3159820509,33.27B ADA
2021-11-04T21:43:58000Z,2.01,2.73367E+12,3179500346,33.27B ADA
2021-11-04T21:54:05000Z,2.01,2.73319E+12,3178068270,33.27B ADA
2021-11-04T22:04:12000Z,2.01,2.73408E+12,3145188341,33.27B ADA
2021-11-04T22:14:19000Z,2.01,2.72979E+12,3114990084,33.27B ADA
2021-11-04T22:24:26000Z,2.01,2.72984E+12,3079604319,33.27B ADA
2021-11-04T22:34:33000Z,2.01,2.67771E+12,3038548561,33.27B ADA
2021-11-04T22:44:41000Z,2,2.72691E+12,3035992942,33.27B ADA
2021-11-04T22:54:49000Z,2.01,2.73283E+12,3035397822,33.27B ADA
