Date-Time,Price,High,Low,Volume
2021-11-16T00:03:10,9.29,10.10,9.23,1946984
2021-11-16T00:08:11,9.29,10.10,9.23,1946984
2021-11-16T00:13:11,9.29,10.10,9.23,1946984
2021-11-16T00:18:12,9.29,10.10,9.23,1946984
2021-11-16T00:23:13,9.29,10.10,9.23,1946984
2021-11-16T00:28:14,9.29,10.10,9.23,1946984
2021-11-16T00:33:15,9.29,10.10,9.23,1946984
2021-11-16T00:38:17,9.29,10.10,9.23,1946984
2021-11-16T00:43:17,9.29,10.10,9.23,1946984
2021-11-16T00:48:18,9.29,10.10,9.23,1946984
2021-11-16T00:53:19,9.29,10.10,9.23,1946984
2021-11-16T00:58:20,9.29,10.10,9.23,1946984
2021-11-16T01:03:20,9.29,10.10,9.23,1946984
2021-11-16T01:08:21,9.29,10.10,9.23,1946984
2021-11-16T01:13:22,9.29,10.10,9.23,1946984
2021-11-16T01:18:23,9.29,10.10,9.23,1946984
2021-11-16T01:23:23,9.29,10.10,9.23,1946984
2021-11-16T01:28:24,9.29,10.10,9.23,1946984
2021-11-16T01:33:25,9.29,10.10,9.23,1946984
2021-11-16T01:38:26,9.29,10.10,9.23,1946984
2021-11-16T01:43:27,9.29,10.10,9.23,1946984
2021-11-16T01:48:27,9.29,10.10,9.23,1946984
2021-11-16T01:53:28,9.29,10.10,9.23,1946984
2021-11-16T01:58:29,9.29,10.10,9.23,1946984
2021-11-16T02:03:30,9.29,10.10,9.23,1946984
2021-11-16T02:08:30,9.29,10.10,9.23,1946984
2021-11-16T02:13:31,9.29,10.10,9.23,1946984
2021-11-16T02:18:32,9.29,10.10,9.23,1946984
2021-11-16T02:23:33,9.29,10.10,9.23,1946984
2021-11-16T02:28:34,9.29,10.10,9.23,1946984
2021-11-16T02:33:35,9.29,10.10,9.23,1946984
2021-11-16T02:38:36,9.29,10.10,9.23,1946984
2021-11-16T02:43:37,9.29,10.10,9.23,1946984
2021-11-16T02:48:38,9.29,10.10,9.23,1946984
2021-11-16T02:53:38,9.29,10.10,9.23,1946984
2021-11-16T02:58:39,9.29,10.10,9.23,1946984
2021-11-16T03:03:40,9.29,10.10,9.23,1946984
2021-11-16T03:08:41,9.29,10.10,9.23,1946984
2021-11-16T03:13:42,9.29,10.10,9.23,1946984
2021-11-16T03:18:43,9.29,10.10,9.23,1946984
2021-11-16T03:23:43,9.29,10.10,9.23,1946984
2021-11-16T03:28:44,9.29,10.10,9.23,1946984
2021-11-16T03:33:45,9.29,10.10,9.23,1946984
2021-11-16T03:38:46,9.29,10.10,9.23,1946984
2021-11-16T03:43:47,9.29,10.10,9.23,1946984
2021-11-16T03:48:48,9.29,10.10,9.23,1946984
2021-11-16T03:53:49,9.29,10.10,9.23,1946984
2021-11-16T03:58:50,9.29,10.10,9.23,1946984
2021-11-16T04:03:50,9.29,10.10,9.23,1946984
2021-11-16T04:08:51,9.29,10.10,9.23,1946984
2021-11-16T04:13:52,9.29,10.10,9.23,1946984
2021-11-16T04:18:53,9.29,10.10,9.23,1946984
2021-11-16T04:23:54,9.29,10.10,9.23,1946984
2021-11-16T04:28:54,9.29,10.10,9.23,1946984
