Date-Time,Price,High,Low,Volume
2021-11-18T00:03:26,39.67,40.92,39.07,35829920
2021-11-18T00:08:27,39.67,40.92,39.07,35829920
2021-11-18T00:13:28,39.67,40.92,39.07,35829920
2021-11-18T00:18:29,39.67,40.92,39.07,35829920
2021-11-18T00:23:30,39.67,40.92,39.07,35829920
2021-11-18T00:28:30,39.67,40.92,39.07,35829920
2021-11-18T00:33:31,39.67,40.92,39.07,35829920
2021-11-18T00:38:32,39.67,40.92,39.07,35829920
2021-11-18T00:43:33,39.67,40.92,39.07,35829920
2021-11-18T00:48:34,39.67,40.92,39.07,35829920
2021-11-18T00:53:35,39.67,40.92,39.07,35829920
2021-11-18T00:58:36,39.67,40.92,39.07,35829920
2021-11-18T01:03:36,39.67,40.92,39.07,35829920
2021-11-18T01:08:37,39.67,40.92,39.07,35829920
2021-11-18T01:13:38,39.67,40.92,39.07,35829920
2021-11-18T01:18:39,39.67,40.92,39.07,35829920
2021-11-18T01:23:40,39.67,40.92,39.07,35829920
2021-11-18T01:28:41,39.67,40.92,39.07,35829920
2021-11-18T01:33:41,39.67,40.92,39.07,35829920
2021-11-18T01:38:42,39.67,40.92,39.07,35829920
2021-11-18T01:43:43,39.67,40.92,39.07,35829920
2021-11-18T01:48:44,39.67,40.92,39.07,35829920
2021-11-18T01:53:45,39.67,40.92,39.07,35829920
2021-11-18T01:58:46,39.67,40.92,39.07,35829920
2021-11-18T02:03:46,39.67,40.92,39.07,35829920
2021-11-18T02:08:47,39.67,40.92,39.07,35829920
2021-11-18T02:13:48,39.67,40.92,39.07,35829920
2021-11-18T02:18:49,39.67,40.92,39.07,35829920
2021-11-18T02:23:50,39.67,40.92,39.07,35829920
2021-11-18T02:28:50,39.67,40.92,39.07,35829920
2021-11-18T02:33:51,39.67,40.92,39.07,35829920
2021-11-18T02:38:52,39.67,40.92,39.07,35829920
2021-11-18T02:43:53,39.67,40.92,39.07,35829920
2021-11-18T02:48:54,39.67,40.92,39.07,35829920
2021-11-18T02:53:55,39.67,40.92,39.07,35829920
2021-11-18T02:58:55,39.67,40.92,39.07,35829920
2021-11-18T03:03:56,39.67,40.92,39.07,35829920
2021-11-18T03:08:57,39.67,40.92,39.07,35829920
2021-11-18T03:13:58,39.67,40.92,39.07,35829920
2021-11-18T03:18:59,39.67,40.92,39.07,35829920
2021-11-18T03:23:59,39.67,40.92,39.07,35829920
2021-11-18T03:29:00,39.67,40.92,39.07,35829920
2021-11-18T03:34:01,39.67,40.92,39.07,35829920
2021-11-18T03:39:02,39.67,40.92,39.07,35829920
2021-11-18T03:44:03,39.67,40.92,39.07,35829920
2021-11-18T03:49:04,39.67,40.92,39.07,35829920
2021-11-18T03:54:04,39.67,40.92,39.07,35829920
2021-11-18T03:59:05,39.67,40.92,39.07,35829920
2021-11-18T04:04:06,39.67,40.92,39.07,35829920
2021-11-18T04:09:07,39.67,40.92,39.07,35829920
2021-11-18T04:14:07,39.67,40.92,39.07,35829920
2021-11-18T04:19:08,39.67,40.92,39.07,35829920
2021-11-18T04:24:09,39.67,40.92,39.07,35829920
2021-11-18T04:29:10,39.67,40.92,39.07,35829920
2021-11-18T04:34:11,39.67,40.92,39.07,35829920
2021-11-18T04:39:12,39.67,40.92,39.07,35829920
2021-11-18T04:44:12,39.67,40.92,39.07,35829920
2021-11-18T04:49:13,39.67,40.92,39.07,35829920
2021-11-18T04:54:14,39.67,40.92,39.07,35829920
2021-11-18T04:59:15,39.67,40.92,39.07,35829920
2021-11-18T05:04:15,39.67,40.92,39.07,35829920
2021-11-18T05:09:16,39.67,40.92,39.07,35829920
2021-11-18T05:14:17,39.67,40.92,39.07,35829920
2021-11-18T05:19:18,39.67,40.92,39.07,35829920
2021-11-18T05:24:19,39.67,40.92,39.07,35829920
2021-11-18T05:29:20,39.67,40.92,39.07,35829920
2021-11-18T05:34:21,39.67,40.92,39.07,35829920
2021-11-18T05:39:22,39.67,40.92,39.07,35829920
2021-11-18T05:44:23,39.67,40.92,39.07,35829920
2021-11-18T05:49:24,39.67,40.92,39.07,35829920
2021-11-18T05:54:24,39.67,40.92,39.07,35829920
2021-11-18T05:59:25,39.67,40.92,39.07,35829920
2021-11-18T06:04:26,39.67,40.92,39.07,35829920
2021-11-18T06:09:27,39.67,40.92,39.07,35829920
2021-11-18T06:14:28,39.67,40.92,39.07,35829920
2021-11-18T06:19:28,39.67,40.92,39.07,35829920
2021-11-18T06:24:29,39.67,40.92,39.07,35829920
2021-11-18T06:29:30,39.67,40.92,39.07,35829920
2021-11-18T06:34:30,39.67,40.92,39.07,35829920
2021-11-18T06:39:31,39.67,40.92,39.07,35829920
2021-11-18T06:44:32,39.67,40.92,39.07,35829920
2021-11-18T06:49:33,38.8873,39.44,38.62,2402616
2021-11-18T06:54:34,38.99,39.44,38.46,3859648
2021-11-18T06:59:34,38.9068,39.44,38.46,5090563
2021-11-18T07:04:35,38.51,39.44,38.46,6405509
2021-11-18T07:09:36,38.5117,39.44,38.2182,7809159
2021-11-18T07:14:36,38.56,39.44,38.2182,8833762
2021-11-18T07:19:37,38.39,39.44,38.2182,9489752
2021-11-18T07:24:38,38.36,39.44,38.2182,10191936
2021-11-18T07:29:39,38.141,39.44,38.11,11186901
2021-11-18T07:34:40,38.20,39.44,38.11,12078093
2021-11-18T07:39:40,38.415,39.44,38.075,12853871
2021-11-18T07:44:41,38.40,39.44,38.075,13572959
2021-11-18T07:49:42,38.64,39.44,38.075,14085604
2021-11-18T07:54:42,38.5808,39.44,38.075,14595927
2021-11-18T07:59:43,38.4155,39.44,38.075,14997009
2021-11-18T08:04:44,38.428,39.44,38.075,15454672
2021-11-18T08:09:45,38.3525,39.44,38.075,16017794
2021-11-18T08:14:46,38.40,39.44,38.075,16438129
2021-11-18T08:19:46,38.18,39.44,38.075,16831314
2021-11-18T08:24:47,38.155,39.44,38.075,17446320
2021-11-18T08:29:48,38.3301,39.44,38.075,17931157
2021-11-18T08:34:48,38.3099,39.44,38.075,18375899
2021-11-18T08:39:49,38.335,39.44,38.075,18630447
2021-11-18T08:44:50,38.315,39.44,38.075,18861721
2021-11-18T08:49:51,38.32,39.44,38.075,19182618
2021-11-18T08:54:52,38.35,39.44,38.075,19482097
2021-11-18T08:59:53,38.425,39.44,38.075,19692596
2021-11-18T09:04:53,38.335,39.44,38.075,19956643
2021-11-18T09:09:54,38.15,39.44,38.075,20508826
2021-11-18T09:14:55,38.12,39.44,38.075,20772329
2021-11-18T09:19:56,38.11,39.44,38.0245,21307592
