Date-Time,Burned
2021-11-08T22:41:03,410297137396860614679969559100312
2021-11-08T22:53:24,410297137396860
2021-11-08T22:54:07,410297137396860
2021-11-08T23:04:15,410297137396860
2021-11-08T23:14:21,410297137396860
2021-11-08T23:24:28,410297137396860
2021-11-08T23:34:36,410297137396860
2021-11-08T23:44:44,410297137396860
2021-11-08T23:54:51,410297137396860
2021-11-09T00:04:59,410297137396860
2021-11-09T00:15:06,410297137396860
2021-11-09T00:25:13,410297137396860
2021-11-09T00:35:22,410297137396860
2021-11-09T00:45:29,410297137396860
2021-11-09T00:55:36,410297137396860
2021-11-09T01:05:44,410297137396860
2021-11-09T01:15:51,410297137396860
2021-11-09T01:25:57,410297137396860
2021-11-09T01:36:05,410297137396860
2021-11-09T01:46:12,410297137396860
2021-11-09T01:56:19,410297137396860
2021-11-09T02:06:27,410297137396860
2021-11-09T02:16:34,410297137396860
2021-11-09T02:26:40,410297137396860
2021-11-09T02:36:48,410297137396860
2021-11-09T02:46:55,410297141101461
2021-11-09T02:57:02,410297141101461
2021-11-09T03:07:09,410297141101461
2021-11-09T03:17:17,410297141101461
2021-11-09T03:27:24,410297141101461
2021-11-09T03:37:31,410297141101461
2021-11-09T03:47:38,410297141101461
2021-11-09T03:57:45,410297141101461
2021-11-09T04:07:53,410297141101461
2021-11-09T04:18:01,410297141101461
2021-11-09T04:28:09,410297141101461
2021-11-09T04:38:16,410297141101461
2021-11-09T04:48:23,410297141101461
2021-11-09T04:58:30,410297141101461
2021-11-09T05:08:38,410297141101461
2021-11-09T05:18:44,410297141101461
2021-11-09T05:28:52,410297141101461
2021-11-09T05:38:59,410297141101461
2021-11-09T05:49:07,410297141101461
2021-11-09T05:59:13,410297141101461
2021-11-09T06:09:21,410297141101461
2021-11-09T06:19:28,410297141101461
2021-11-09T06:29:35,410297141101461
2021-11-09T06:39:43,410297141101461
2021-11-09T06:49:51,410297141101461
2021-11-09T06:59:58,410297141101461
2021-11-09T07:10:11,410297141101461
2021-11-09T07:20:28,410297141101461
2021-11-09T07:30:35,410297141101461
2021-11-09T07:40:42,410297141101461
2021-11-09T07:50:49,410297141101461
2021-11-09T08:00:57,410297141101461
2021-11-09T08:11:04,410297141101461
2021-11-09T08:21:11,410297141101461
2021-11-09T08:31:19,410297141101461
2021-11-09T08:41:26,410297141101461
2021-11-09T08:51:34,410297141101461
2021-11-09T09:01:43,410297141101461
2021-11-09T09:11:50,410297141101461
2021-11-09T09:21:57,410297141101461
2021-11-09T09:32:05,410297141101461
2021-11-09T09:42:12,410297141101461
2021-11-09T09:52:19,410297141101461
2021-11-09T10:02:27,410297141101461
2021-11-09T10:12:34,410297141101461
2021-11-09T10:22:42,410297141101461
2021-11-09T10:32:50,410297141101461
2021-11-09T10:42:57,410297141101461
2021-11-09T10:53:04,410297141101461
2021-11-09T11:03:10,410297141101461
2021-11-09T11:13:17,410297141101461
2021-11-09T11:23:24,410297141101461
2021-11-09T11:33:31,410297141101461
2021-11-09T11:43:38,410297141101461
