year,month,day,hour,minute,second,Price,Market Cap,Volume,Circulating Supply
2021,11,6,12,3,59,0.2586,2693147929538,1315912370,132.01B DOGE
2021,11,6,12,4,50,0.2586,2693147929538,1315912370,132.01B DOGE
2021,11,6,12,5,29,0.2586,2693147929538,1315912370,132.01B DOGE
2021,11,6,12,6,34,0.2586,2693433122568,1315912370,132.01B DOGE
{year:04d}-{month:02d}-{day:02d}T{hour:02d}:{minute:02d}:35,0.258,2695736928960,1312491065,132.01B DOGE
2021-11-06T12:14:44,0.258,2695736928960,1312491065,132.01B DOGE
2021-11-06T12:16:51,0.2586,2699978599161,1313469986,132.01B DOGE
2021-11-06T12:26:57,0.2591,2697691827989,1315778878,132.01B DOGE
2021-11-06T12:37:03,0.2589,2699097220872,1315374267,132.01B DOGE
2021-11-06T12:47:10,0.259,2698841265566,1314172067,132.01B DOGE
2021-11-06T12:57:17,0.2603,2711144885104,1303203062,132.01B DOGE
2021-11-06T13:07:23,0.2629,2719325788936,1348378846,132.01B DOGE
2021-11-06T13:17:30,0.2621,2716209670169,1346320820,132.01B DOGE
2021-11-06T13:27:36,0.2623,2714147486737,1350477663,132.01B DOGE
2021-11-06T13:37:44,0.263,2720580953048,1361232182,132.01B DOGE
2021-11-06T13:47:50,0.2622,2716743572754,1358438594,132.01B DOGE
2021-11-06T13:57:57,0.2616,2714134482285,1355323411,132.01B DOGE
2021-11-06T14:08:03,0.2609,2714207932318,1355242132,132.01B DOGE
2021-11-06T14:18:11,0.2611,2719527471867,1350516319,132.01B DOGE
2021-11-06T14:28:19,0.2612,2720226032943,1352117760,132.01B DOGE
2021-11-06T14:38:26,0.2616,2725273858161,1353163869,132.01B DOGE
2021-11-06T14:48:33,0.2621,2725521788679,1355114150,132.01B DOGE
2021-11-06T14:58:39,0.2619,2728602323892,1355610395,132.01B DOGE
2021-11-06T15:08:45,0.2617,2727389483722,1354868984,132.01B DOGE
2021-11-06T15:18:52,0.2624,2728037713835,1356581455,132.01B DOGE
2021-11-06T15:28:58,0.2616,2722842646926,1355207589,132.01B DOGE
2021-11-06T15:39:04,0.2622,2725676986127,1355656192,132.01B DOGE
2021-11-06T15:49:11,0.262,2726890991319,1356293510,132.01B DOGE
2021-11-06T15:59:18,0.2624,2725166592532,1356714545,132.01B DOGE
2021-11-06T16:09:25,0.2628,2726662868873,1358768344,132.01B DOGE
2021-11-06T16:19:32,0.2625,2723992579748,1355068700,132.01B DOGE
2021-11-06T16:29:39,0.2618,2726371967778,1353565320,132.01B DOGE
2021-11-06T16:39:48,0.262,2728791044148,1355097762,132.01B DOGE
2021-11-06T16:49:54,0.2619,2725818044654,1354520413,132.01B DOGE
2021-11-06T17:00:01,0.2618,2729872085687,1352913522,132.01B DOGE
2021-11-06T17:10:10,0.2614,2730012879478,1348229796,132.01B DOGE
2021-11-06T17:20:16,0.2615,2732876926185,1342889923,132.01B DOGE
2021-11-06T17:30:23,0.2611,2726597494022,1339435352,132.01B DOGE
2021-11-06T17:40:30,0.2607,2724830043248,1335818559,132.01B DOGE
2021-11-06T17:50:36,0.2608,2727741810086,1329903954,132.01B DOGE
2021-11-06T18:00:44,0.2612,2731223457625,1326175262,132.01B DOGE
2021-11-06T18:10:51,0.2622,2754834170892,1326987212,132.01B DOGE
2021-11-06T18:20:58,0.2636,2753016141960,1332765153,132.01B DOGE
2021-11-06T18:31:04,0.2638,2755324248738,1329873984,132.01B DOGE
2021-11-06T18:41:11,0.2633,2751654745130,1330072960,132.01B DOGE
2021-11-06T18:51:18,0.2627,2747279060093,1299095897,132.01B DOGE
2021-11-06T19:01:24,0.2624,2744621742415,1279119017,132.01B DOGE
2021-11-06T19:11:31,0.2627,2747392554990,1277806027,132.01B DOGE
2021-11-06T19:21:38,0.2618,2741368315830,1264973611,132.01B DOGE
2021-11-06T19:31:44,0.2617,2744253922911,1263906708,132.01B DOGE
2021-11-06T19:41:51,0.262,2746742102164,1263054492,132.01B DOGE
2021-11-06T19:51:59,0.2621,2747940626505,1262571605,132.01B DOGE
2021-11-06T20:02:05,0.262,2750317698455,1260895425,132.01B DOGE
2021-11-06T20:12:11,0.2624,2748311933351,1257075982,132.01B DOGE
2021-11-06T20:22:18,0.2619,2748479788373,1247756206,132.01B DOGE
2021-11-06T20:32:25,0.2617,2746378916968,1239676581,132.01B DOGE
2021-11-06T20:42:31,0.2621,2751269709631,1239744205,132.01B DOGE
2021-11-06T20:52:38,0.2621,2753003319844,1239781499,132.01B DOGE
2021-11-06T21:02:44,0.2622,2754455334346,1238673496,132.01B DOGE
2021-11-06T21:12:51,0.2626,2758173645842,1240993532,132.01B DOGE
2021-11-06T21:22:58,0.2624,2755230182632,1240776098,132.01B DOGE
2021-11-06T21:33:06,0.2619,2753614197703,1238240202,132.01B DOGE
2021-11-06T21:43:13,0.2619,2755828937873,1235359947,132.01B DOGE
2021-11-06T21:53:20,0.2621,2756039470719,1230699941,132.01B DOGE
2021-11-06T22:03:27,0.2619,2755546623364,1227987588,132.01B DOGE
2021-11-06T22:13:33,0.2614,2752687967123,1222314090,132.01B DOGE
2021-11-06T22:23:40,0.2612,2751993581035,1220421909,132.01B DOGE
2021-11-06T22:33:47,0.2612,2752857324696,1218672420,132.01B DOGE
2021-11-06T22:43:53,0.2608,2750303459284,1214034893,132.01B DOGE
2021-11-06T22:54:00,0.2613,2752354576398,1211347382,132.01B DOGE
2021-11-06T23:04:07,0.2607,2749004971139,1207132712,132.01B DOGE
2021-11-06T23:14:13,0.2608,2753671535525,1202964071,132.01B DOGE
2021-11-06T23:24:21,0.2605,2754309972451,1200724341,132.01B DOGE
2021-11-06T23:34:27,0.2606,2758018196843,1194339978,132.01B DOGE
2021-11-06T23:44:34,0.2607,2752564938754,1195853596,132.01B DOGE
2021-11-06T23:54:54,0.2607,2749805475901,1193312745,132.01B DOGE
2021-11-07T00:05:00,0.2591,2747682600078,1199647005,132.01B DOGE
2021-11-07T00:15:07,0.2593,2746136328474,1194063036,132.01B DOGE
2021-11-07T00:25:15,0.2592,2745871044292,1194060521,132.01B DOGE
2021-11-07T00:35:23,0.26,2748964237273,1187199330,132.01B DOGE
2021-11-07T00:45:29,0.2599,2748283537244,1175460292,132.01B DOGE
2021-11-07T00:55:36,0.2598,2749574356922,1173901610,132.01B DOGE
2021-11-07T01:05:43,0.2601,2743726587374,1172083384,132.01B DOGE
2021-11-07T01:15:50,0.2603,2748471894934,1168848696,132.01B DOGE
2021-11-07T01:25:57,0.2608,2747552437565,1165251130,132.01B DOGE
2021-11-07T01:36:04,0.2604,2728197474849,1158149087,132.01B DOGE
2021-11-07T01:46:11,0.2604,2744754050460,1156756376,132.01B DOGE
2021-11-07T01:56:17,0.2604,2743333756697,1156756376,132.01B DOGE
2021-11-07T01:06:24,0.261,2745185409731,1156708842,132.01B DOGE
