Date-Time,Price,High,Low,Volume
2021-12-27T00:02:51,30.52,30.80,28.97,n/a
2021-12-27T00:07:52,30.52,30.80,28.97,n/a
2021-12-27T00:12:53,30.52,30.80,28.97,n/a
2021-12-27T00:17:54,30.52,30.80,28.97,n/a
2021-12-27T00:22:55,30.52,30.80,28.97,n/a
2021-12-27T00:27:55,30.52,30.80,28.97,n/a
2021-12-27T00:32:56,30.52,30.80,28.97,n/a
2021-12-27T00:37:57,30.52,30.80,28.97,n/a
2021-12-27T00:42:58,30.52,30.80,28.97,n/a
2021-12-27T00:47:59,30.52,30.80,28.97,n/a
2021-12-27T00:52:59,30.52,30.80,28.97,n/a
2021-12-27T00:58:00,30.52,30.80,28.97,n/a
2021-12-27T01:03:01,30.52,30.80,28.97,n/a
2021-12-27T01:08:02,30.52,30.80,28.97,n/a
2021-12-27T01:13:02,30.52,30.80,28.97,n/a
2021-12-27T01:18:03,30.52,30.80,28.97,n/a
2021-12-27T01:23:04,30.52,30.80,28.97,n/a
2021-12-27T01:28:05,30.52,30.80,28.97,n/a
2021-12-27T01:33:06,30.52,30.80,28.97,n/a
2021-12-27T01:38:07,30.52,30.80,28.97,n/a
2021-12-27T01:43:08,30.52,30.80,28.97,n/a
2021-12-27T01:48:09,30.52,30.80,28.97,n/a
2021-12-27T01:53:09,30.52,30.80,28.97,n/a
2021-12-27T01:58:10,30.52,30.80,28.97,n/a
2021-12-27T02:03:11,30.52,30.80,28.97,n/a
2021-12-27T02:08:12,30.52,30.80,28.97,n/a
2021-12-27T02:13:12,30.52,30.80,28.97,n/a
2021-12-27T02:18:13,30.52,30.80,28.97,n/a
2021-12-27T02:23:14,30.52,30.80,28.97,n/a
2021-12-27T02:28:15,30.52,30.80,28.97,n/a
2021-12-27T02:33:16,30.52,30.80,28.97,n/a
2021-12-27T02:38:16,30.52,30.80,28.97,n/a
2021-12-27T02:43:17,30.52,30.80,28.97,n/a
2021-12-27T02:48:18,30.52,30.80,28.97,n/a
2021-12-27T02:53:19,30.52,30.80,28.97,n/a
2021-12-27T02:58:19,30.52,30.80,28.97,n/a
2021-12-27T03:03:20,30.52,30.80,28.97,n/a
2021-12-27T03:08:21,30.52,30.80,28.97,n/a
2021-12-27T03:13:22,30.52,30.80,28.97,n/a
2021-12-27T03:18:23,30.52,30.80,28.97,n/a
2021-12-27T03:23:24,30.52,30.80,28.97,n/a
2021-12-27T03:28:25,30.52,30.80,28.97,n/a
2021-12-27T03:33:26,30.52,30.80,28.97,n/a
2021-12-27T03:38:26,30.52,30.80,28.97,n/a
2021-12-27T03:43:27,30.52,30.80,28.97,n/a
2021-12-27T03:48:28,30.52,30.80,28.97,n/a
2021-12-27T03:53:29,30.52,30.80,28.97,n/a
2021-12-27T03:58:29,30.52,30.80,28.97,n/a
2021-12-27T04:03:30,30.52,30.80,28.97,n/a
2021-12-27T04:08:31,30.52,30.80,28.97,n/a
2021-12-27T04:13:32,30.52,30.80,28.97,n/a
2021-12-27T04:18:33,30.52,30.80,28.97,n/a
2021-12-27T04:23:33,30.52,30.80,28.97,n/a
2021-12-27T04:28:34,30.52,30.80,28.97,n/a
2021-12-27T04:33:35,30.52,30.80,28.97,n/a
2021-12-27T04:38:36,30.52,30.80,28.97,n/a
2021-12-27T04:43:37,30.52,30.80,28.97,n/a
2021-12-27T04:48:38,30.52,30.80,28.97,n/a
2021-12-27T04:53:38,30.52,30.80,28.97,n/a
2021-12-27T04:58:39,30.52,30.80,28.97,n/a
2021-12-27T05:03:40,30.52,30.80,28.97,n/a
2021-12-27T05:08:41,30.52,30.80,28.97,n/a
2021-12-27T05:13:42,30.52,30.80,28.97,n/a
2021-12-27T05:18:43,30.52,30.80,28.97,n/a
2021-12-27T05:23:44,30.52,30.80,28.97,n/a
2021-12-27T05:28:47,30.52,30.80,28.97,n/a
2021-12-27T05:33:47,30.52,30.80,28.97,n/a
2021-12-27T05:38:48,30.52,30.80,28.97,n/a
2021-12-27T05:43:49,30.52,30.80,28.97,n/a
2021-12-27T05:48:50,30.52,30.80,28.97,n/a
2021-12-27T05:53:50,30.52,30.80,28.97,n/a
